Judul,Status
 Foto Sapi Bertelur untuk Mempercepat Produksi Telur dari Pemerintah China,Salah [Manipulated Content]
 Foto “Full moon rising – Mount Kilimanjaro ( Tanzania ).”,Salah [Manipulated Content]
 Foto “this is an Amazing shot of San Francisco!!”,Salah [False Context]
" Vaksin Covid 19 Tidak Berguna, karena Bermutasi menjadi Ribuan Varian Covid Baru",Salah [Misleading Content]
 Anjuran Ahli Virologi Agar Penerima Vaksin Dosis Ketiga Tes HIV Karena Vaksin Covid Menyebabkan HIV,Salah [Misleading Content]
 Kajol Devgan Meninggal Dunia,Salah [Fabricated Content]
 Waspada Dengan Bandara Kertajati Subang Jawa Barat !!,Salah [Misleading Content]
 Butiran Es Hasil Fenomena Hujan Es Dapat Meningkatkan Imunitas Tubuh,Salah [False Context]
 Lowongan Pekerjaan Staff Vaksinasi Booster Dinas Kesehatan Provinsi Jawa Barat,Salah [Impostor Content]
 Artikel berjudul “Jokowi: saya tidak berminat tiga periode kecuali dipaksa rakyat’,Salah [Manipulated Content]
 Video “si Menag diusir Di kampung muslim”,Salah [Misleading Content]
 Melakukan Tes PCR Sama Dengan Mendapatkan Vaksinasi,Salah [Misleading Content]
 Antigen Test Kits Tidak Dapat Diandalkan untuk Mendeteksi Covid-19,Salah [Misleading Content]
" Foto “mesjid meledak saat sholat subuh, Sebanyak 50 Jamaah Meninggal Dunia”",Salah [False Context]
" Foto Tangkapan Layar Berita Okezone “Hukum Mengeluarkan Sperma di Luar Kemaluan Istri, Itu Halal Asal ditelan mentah2.”",Salah [Manipulated Content]
 Foto Tangkapan Layar Berita Detikcom “Jokowi: saya tidak berminat tiga periode kecuali dipaksa rakyat”,Salah [Manipulated Content]
 Video “Luluh Lantak Obyek vital Ukraina”,Salah [False Context]
 Tangkapan Layar Artikel KOMPAS TV “PERANG RUSIA-UKRAINA PECAH PEMERINTAH AJAK MASYARAKAT IKUT WAJIB MILITER GUNA ANTISIPASI PERANG DUNIA KE-3”,Salah [Manipulated Content]
"Keliru, Video Dua Ledakan Besar dari Perang Rusia Vs Ukraina",Salah [-]
"Keliru, Video Siaran Langsung Perang Rusia dengan Ukraina Makin Memanas",Salah [-]
 Bambang Pamungkas Meninggal Dunia,Salah [False Connection]
 Chemtrail Gempur Jakarta pada 14 Februari Pukul 1 Tengah Malam,Salah [Misleading Content]
" Jus Campuran Nanas, Lobak Dan Kemiri Dapat Menyembuhkan Asam Urat",Salah [Misleading Content]
 “Ngeri #perangduniake3 #russia #ukraina”,Salah [False Context]
 Video Wanita di Palembang Hidup lagi Setelah di Kubur,Salah [Misleading Content]
 Foto Perayaan Pedestrian Day di Golden Gate Bridge pada 27 Mei 1937,Salah [False Context]
 Video Manusia Tertua Di Dunia yang Berumur 163 Tahun,Salah [False Context]
 Foto Kucing yang Menempel di Kaca Pintu saat Badai di Belanda,Salah [Satire]
 Foto “Amazing scenes here in Abergavenny this morning.”,Salah [False Context]
 Ketua Umum AJI Mendukung Pembubaran FPI,Salah [Misleading Content]
 Imigran Ilegal di Amerika Serikat Mendapatkan Kebebasan Lebih Untuk Akses Jaminan Kesehatan dan Hak Memilih Pada 2022,Salah [Misleading Content]
 Tautan Hadiah Senilai Rp2 Juta oleh Pos Indonesia,Salah [Fabricated Content]
" Nunung Meninggal Dunia, Usai Alami Kecelakaan Maut",Salah [False Context]
"Pernyataan Sikap Jaringan CekFakta: ""Mengecam penggunaan disinformasi untuk merusak kredibilitas pembela kebebasan pers""",KLARIFIKASI
 Artikel “Wanita yang viral karena bagi-bagi uang 100 juta dari balkon ternyata dulunya adalah seorang kasir mall.”,Salah [Manipulated Content]
 Akun Twitter Permata Bank ‘@permataBank05’,Salah [Impostor Content]
 Manusia Lumba-Lumba Hasil Persilangan Lumba-Lumba Dan Wanita Asal Jepang,Salah [Misleading Content]
 Video “RUSIA VS ukraina”,Salah [False Context]
 Akun Telegram Bareksa Investasi,Salah [Impostor Content]
 Akun Telegram Bibit Investasi Reksadana,Salah [Impostor Content]
 Akun Telegram BRI Danareksa Sekuritas,Salah [Impostor Content]
" Foto “Mercury, Venus, and Saturn align with the Giza pyramids once every 2737 years”",Salah [Misleading Content]
 Foto Pohon Membeku Akibat Hidran Meledak di Cuaca Dingin di Kanada,Salah [False Context]
 Foto “a polor bear doin in Arlington Texas”,Salah [False Context]
 Video Habib Umar Terbang Saat Berdoa,Salah [False Context]
" Munarman Dijemput Allah, Petinggi FP1 Berkurang Lagi",Salah [Misleading Content]
" Foto Protes Anti-Vaksin di Canberra, Australia Tahun 2022",Salah [False Context]
 Portal Berita Daily Mirror Menyebarluaskan Informasi Bahwa Penggunaan Mainan Seks Meningkatkan Resiko Serangan Jantung Bagi Wanita,Salah [Manipulated Content]
 KFC Menulis Cuitan Dengan Gambar Ayam Goreng dan Tagar #BlackHistoryMonth,Salah [Manipulated Content]
 Video Kapal Bergoyang Saat Badai Eunice,Salah [False Context]
 Menggunakan Obat Bius setelah Vaksin Covid 19 sebabkan Kematian,Salah [Misleading Content]
" Jangan Panik, Seseorang yang Terinfeksi Covid-19 Varian Omicron Dapat Sembuh Setelah Mengonsumsi Paracetamol 500 mg, Vitamin C 1000 mg, dan Vitamin D3 1000 IU",Salah [Misleading Content]
"Keliru, Narasi Berisi Klaim Ketua Umum AJI Sasmito Mendukung Bendungan Bener, Penangkapan Haris Azhar-Fatia serta Pembubaran FPI",Salah [-]
"Keliru, Video Biksu Tertua Asal Vietnam Berusia 399 Tahun",Salah [-]
 Tiktok Ivan Gunawan Bagi-Bagi Hadiah 30 Juta + Motor,Salah [Impostor Content]
" Dr. Gupta mengatakan “Tidak seorang pun boleh mati karena kanker, kecuali karena pengabaian”",Salah [Misleading Content]
: Kepala IKN Nusantara Adalah Anies Baswedan Supaya Tidak Jadi Presiden,Salah [Satire]
 MS Glow Indonesia Bagikan Uang Tunai Tanpa Diundi,Salah [Fabricated Content]
" Video “pihak PLN korupsi, boros, harap perhatikan ini isi token 50.000 yang masuk cuma 3.600”",Salah [Misleading Content]
"Keliru, Asap Putih dari Pesawat adalah Chemtrail yang Sebarkan Virus dan Senjata Biologi",Salah [-]
 Foto “suami istri tewas gantung diri di Jembatan Sungai Kalundang”,Salah [False Context]
 Video “berkat pendekatan Jokowi Rusia akhirnya menarik pasukannya dari perbatasan Ukraina.”,Salah [Misleading Content]
 Grup Telegram “BADAN KOORDINASI PENANAMAN MODAL”,Salah [Impostor Content]
 Video Warga Kanada Menghancurkan Kamp Karantina di luar Kota Ottawa,Salah [False Context]
"Keliru, Video Orang Hindu Dipakaikan Baju Muslim Saat Sidang",Salah [-]
 Gambar Artikel CNN Indonesia Memperlihatkan Seseorang Memegang “KITAB belajar MENIPU”,Salah [Satire]
 Video Jokowi Mengatakan Berminat Menjadi Presiden 3 Periode,Salah [Manipulated Content]
 Pemerintahan Joe Biden Memberikan 30 Juta Dollar Untuk Pipa Kokain kepada Komunitas Kulit Hitam di Amerika Serikat,Salah [Misleading Content]
 Anies Resmi Ditahan KPK,Salah [Manipulated Content]
 Video Tanggul Kali Pemali Brebes Jebol pada 13 Februari 2022,Salah [False Context]
 Akun Whatsapp Wakil Wali Kota Denpasar Kadek Agus Arya Wibawa “+6282143125934”,Salah [Impostor Content]
 Lowongan Dinas Pendidikan Kota Bogor,Salah [Impostor Content]
 Akun Instagram PT Dua Kelinci Karir ‘@karir.duakelinci’,Salah [Impostor Content]
 Gambar Desa Terbengkalai di Skotlandia,Salah [False Context]
 Akun Whatsapp Kadis Lingkungan Hidup Tangerang Tihar Sophian “+6281212351036”,Salah [Impostor Content]
 Akun WhatsApp Sekretaris Daerah Kabupaten Buleleng Gede Suyasa “085834465848”,Salah [Impostor Content]
 Akun Whatsapp “+6283108819771” dan Facebook Wakil Wali Kota Malang “Sofyan Edi Jarwoko”,Salah [Impostor Content]
: Bantuan Minyak Goreng Gratis di Tiap Desa Pada 29 Hingga 31 Februari 2022,Salah [Satire]
 Akun Telegram OVO Menawarkan Investasi Reksadana,Salah [Impostor Content]
 “Prancis menangkap seorang anak Mali dan mengencinginya di depan umum”,Salah [Misleading Content]
"Menyesatkan, Video Rapat Presiden Jokowi dan Para Menteri tanpa Masker",Salah [-]
"Keliru, Video dengan Klaim Berkat Pendekatan Jokowi, Rusia Akhirnya Menarik Pasukannya dari Perbatasan Ukraina",Salah [-]
 Video Pasien Meninggal 15 Menit setelah Divaksin,Salah [Misleading Content]
 Burung Elang Mampu Hidup Hingga 70 Tahun,Salah [Misleading Content]
 Bencana Alam Tanah Longsor di Wilayah Lebakbarang Menimbulkan 5 Korban Jiwa,Salah [Misleading Content]
 Surat Edaran Kementerian Koordinator Perekonomian Republik Indonesia untuk Sponsorship Penerbitan Buku,Salah [Fabricated Content]
 Antibodi Covid-19 Membuat ASI Berubah Warna,Salah [Misleading Content]
 HRS Membawa Kertas Bertuliskan “Happy Valentine Virza”,Salah [Manipulated Content]
 Hadiah promosi aplikasi Pos Indonesia!,Salah [Fabricated Content]
 Deteksi Covid 19 dengan Tahan Napas 10 Detik,Salah [Misleading Content]
 Makanan Kaleng Mengandung Virus HIV Aids,Salah [Misleading Content]
" Gambar artikel Kompas Berjudul “Kapolda Jateng : Kami menahan 64 orang aksi radikalis anarkis warga Wadas purworejo, yang ganggu proyek PT. Beijing Xi Wen”",Salah [Fabricated Content]
: Seorang Petugas PLN di Nguling Pasuran Tersetrum dan Terbakar di Tiang Listrik,Salah [False Context]
" Diadakan penertiban makam di TPU Karet Bivak, Jakarta Pusat",Salah [False Context]
 Ashanty Meninggal Dunia,Salah [Misleading Content]
 Foto “guru cantik yang memperkosa siswanya berkali-kali”,Salah [Misleading Content]
 Situs Microsoft yang Melayani Upgrade Sistem Operasional Windows 11,Salah [Impostor Content]
 Bentuk Virus Omicron Seperti Lambang Nazi,Salah [Misleading Content]
 “Lagu MICHAEL JACKSON yang memuji kebesaran Agama Islam”,Salah [False Context]
 Pengantin Di Ghana Wajib Menggunakan Pakaian Pernikahan Saat Bercerai,Salah [False Context]
 BPJS Kesehatan Berikan Dana Bantuan Rp100 Juta,Salah [Impostor Content]
 Video Situasi Terkini Terkait Krisis Antara Rusia dan Ukraina,Salah [False Context]
 Asap Putih dari Pesawat Merupakan Chemtrail Senjata Biologis Berbahaya,Salah [Misleading Content]
 Bahasa Korea Telah Diadopsi Sebagai Bahasa Resmi Perserikatan Bangsa-Bangsa (PBB),Salah [Misleading Content]
Kolaborasi Cek Fakta Bersiap Antisipasi Hoaks Jelang Pemilu 2024,KLARIFIKASI
 Radiasi 5G Menyebabkan Gelaja Mirip Flu,Salah [Misleading Content]
" Artikel Tribunnews berjudul “Peneliti Jepang Ingatkan Indonesia,Bahaya Ngutang Terus Ke China,Bisa Seperti Negara Di Benua Afrika”",Salah [Manipulated Content]
: Fenomena Langka Manusia Siluman,Salah [False Context]
": Pilpres 2024 Dibatalkan Rakyat, Jokowi Kembali Diangkat Jadi Presiden",Salah [False Connection]
"Keliru, Omicron Sengaja Disebarkan Melalui Chemtrail",Salah [-]
"Keliru, Klaim Apabila dalam Kondisi Flu Bila Rapid atau Swab Hasilnya Pasti Positif Covid-19",Salah [-]
"Keliru, Video yang Diklaim Pelecehan Perempuan Muslim di India",Salah [-]
"Keliru, NeoCov Merupakan Varian Baru Covid-19 yang Ditemukan di Afrika Selatan",Salah [-]
" “Astagfirullah, Begini Perlakuan Terhadap Wanita Berhijab di India”",Salah [False Context]
 Akun Facebook Bupati Sambas “Hsatono Ssos” Menawarkan Lolos CPNS Tanpa Tes,Salah [Impostor Content]
"Keliru, Covid-19 Datang dan Meningkat Hanya di Momen Ibadah Umat Islam",Salah [-]
 Ular Mampu Memprediksi Gempa,Salah [Misleading Content]
 CHEMTRALIS Semua Udah Di Rencanakan Dan Di Rancang,Salah [Misleading Content]
" Terlihat Korban Covid-19 Tergeletak di Jalanan Ternyata Hanya Akting Belaka
",Salah [False Context]
" Akun Twitter Mandiri Care, @CsMANDIRICARE",Salah [Impostor Content]
 Akun Facebook Wakil Walikota Bandar Lampung “Dedi Amrullah”,Salah [Impostor Content]
 Akun Whatsapp Wakil Bupati Sigi Samuel Yansen Pongi “+6282143125327”,Salah [Impostor Content]
 Tindak Lanjut Penetapan SK Pengangkatan Sebagai CPNS TA 2019,Salah [Impostor Content]
 Panggilan Interview Kerja Diskominfo Jabar,Salah [Impostor Content]
 Akun Whatsapp Sekretaris Daerah Kota Jambi A. Ridwan “+6283185378834”,Salah [Impostor Content]
"Keliru, Whatsapp akan Berikan Dana dari Setiap Gambar Bayi Buta yang Dibagikan",Salah [-]
 Pinjaman Online “AOJOL” yang Dikelola oleh Bank Indonesia dengan Nomor +6283107043453,Salah [Impostor Content]
 Cerita Dalam Novel Telah Memprediksi Adanya Pandemi COVID-19,Salah [Misleading Content]
" Akun WhatsApp JPT Pratama BKN dan KPE, Satya Pratama",Salah [Impostor Content]
 Mayoritas Penduduk Dunia Belum Divaksin Covid-19,Salah [Fabricated Content]
 Pidato Henry Kissinger Sebut Vaksin adalah Alat Pengendali Populasi,Salah [Misleading Content]
 Game Omicron Sejak Tahun 1999,Salah [Misleading Content]
 Garam dan Air Kelapa dapat Hilangkan Vaksin di Dalam Tubuh,Salah [Misleading Content]
 “bentuk Bebek dan tikus jika DNA nya di gabungkan”,Salah [False Context]
 “Kartu Nikah Kementrian Agama RI dengan Empat Foto Istri”,Salah [Satire]
 Jasa Sertifikat Vaksin melalui Telegram,Salah [Fabricated Content]
 Video Dinosaurus ditemukan di Yogyakarta,Salah [False Context]
 Bahaya Racun dari Nasi yang dimasak dengan Magiccom,Salah [Misleading Content]
 Ariel Noah Meninggal Dunia,Salah [False Context]
 Omicron Bukanlah Virus Melainkan Akibat Dari Keracunan Chemtrail Yang Disebar Di Udara,Salah [Misleading Content]
 Video Warga Berhamburan Dampak Gempa Banten 4 Februari 2022,Salah [False Context]
" Foto “Barbershop dengan tukang cukur wanita di Jalan Pratu Rai Madra, Kabupaten Badung, Bali”",Salah [False Context]
 Cerita One Piece Baru 9 persen Karena One Piece Akan Mencapai 10.000 Episode,Salah [False Context]
 Campuran Daun Pepaya dan Jahe Dapat Sembuhkan Omicron,Salah [Misleading Content]
 Cairan Pemutih Dan Sitrun Dapat Membersihkan Kerak Membandel,Salah [Misleading Content]
 Covid-19 Hoax Karena Narasinya Sudah Ada Sebelum Covid-19 Muncul,Salah [Misleading Content]
 Vaksin Booster Menyebabkan Manusia Bertingkah Seperti Zombie,Salah [False Context]
 Aplikasi Android untuk Scan Vaksin Covid-19 yang Terhubung Jaringan 5G,Salah [Misleading Content]
 Hindari ! Produk Ini Bisa Menyebabkan Usus Bocor,Salah [Misleading Content]
" “Pada Tanggal 29 & 30 Februari, Akan Diadakan Pengisian BBM Gratis di SPBU”",Salah [Satire]
: Kartu BPJS Atau KIS Akan Dinonaktifkan Jika Tidak Digunakan Selama Setahun Terakhir,Salah [Misleading Content]
 Sendok untuk Medical Check Up,Salah [False Context]
" Judul Berita Jatim.suara.com “Setelah Polres Pamekasan Dikepung Warga, Polisi Pilih Bebaskan Habib Yusuf Alkaf Terduga Dalam Kasus Pencabulan”",Salah [Manipulated Content]
 Foto “Wanita yang Menikahi Lima Suami”,Salah [Misleading Content]
 Sebuah Koran Menyebut Bill Gates Melakukan Depopulasi Melalui Pemaksaan Vaksinasi,Salah [False Context]
 Judul Berita Tribunnews “Peneliti Jepang Ingatkan Indonesia Bisa Berantakan Gara-gara Kadrun”,Salah [Manipulated Content]
" Joni Mitchell, Paul McCartney, Willie Nelson, Bruce Springsteen, Barbra Streisand, Queen, The Rolling Stones, Dave Grohl dan Pearl Jam Menarik Lagu-Lagunya dari Spotify",Salah [Misleading Content]
 Pembagian Masker Gratis yang Diberi Obat Bius ke Rumah-Rumah Warga,Salah [Fabricated Content]
" Video “Nigeria, Minggu 23-01-2022, menghancurkan jutaan Vaksin Covid19 demi melindungi rakyatnya dari kematian akibat Suntikan Vaksin Covid19”",Salah [False Context]
 Air Rebusan Pare Dapat Membersihkan Kolesterol dan Semua Penyakit,Salah [Misleading Content]
: Judul Artikel Tempo “Lima Jabatan yang Diemban Luhut Sekaligus Seperti Negara Milik Moyangnya Sendiri Saja”,Salah [Manipulated Content]
 Video Kemunculan UFO di Bandung,Salah [Fabricated Content]
"Keliru, Pesan Berantai 17 Poin Menghadapi Covid-19 dari Menteri Kesehatan Portugal, Marta Temido",Salah [-]
 Daging Tikus Dijual Sebagai Chicken Wings Tanpa Tulang Di Amerika Serikat,Salah [Misleading Content]
 Video Detik-Detik Erupsi Gunung Anak Krakatau,Salah [False Context]
 Lowongan Pekerjaan Kantor Dinas Pendidikan Kota Malang,Salah [Impostor Content]
 Kenaikan Air Laut Merupakan Hoax,Salah [Misleading Content]
 Supir Truk Kecelakaan Di Balikpapan Dihukum Mati,Salah [Misleading Content]
" Dzalim, Cara Vaksin Model Baru Anti Omicron",Salah [False Context]
 Foto Lampion untuk Perayaan Imlek Saat Pandemi Covid-19,Salah [False Context]
 “Berita Duka Selamat Jalan Untuk Selamanya Sohimah”,Salah [False Context]
"Menyesatkan, Video yang Diklaim Erupsi Gunung Anak Krakatau pada 5 Februari 2022",Salah [-]
"Keliru, Foto Kaca Indomaret Pecah Lantaran Warga Berebut Minyak Goreng",Salah [-]
 Video “Perdana Menteri Israel Benjamin Netanyahu: Cara Membunuh Orang Islam”,Salah [Misleading Content]
 5G Dapat Mengganggu Keamanan Penerbangan yang Berarti Juga Berbahaya Bagi Kesehatan Manusia,Salah [Misleading Content]
 Sinar UV di Indonesia Sebagai Tameng Omicron,Salah [Misleading Content]
 Sri Sultan Hamengku Buwono X Mengganggap Covid 19 Sandiwara di Bumi NKRI,Salah [Fabricated Content]
" Foto Artikel “Pesantren Alquran Terbakar, 26 Santri Dan Dua Guru Tewas Terpanggang”",Salah [False Context]
 Razia Masker dengan Denda Rp250 Ribu di Seluruh Indonesia,Salah [Impostor Content]
"Keliru, Video yang Diklaim Pernyataan Perdana Menteri Israel tentang Cara Membunuh Orang Islam",Salah [-]
"Menyesatkan, Nigeria Menghancurkan Satu Juta Dosis Vaksin Covid-19 atas Desakan Kekuatan Rakyat",Salah [-]
"Keliru, 10 Negara telah Menganggap Covid-19 hanya Flu Biasa dan Membatalkan Semua Prosedur Wajib Karantina",Salah [-]
 Raja Salman Meninggal Dunia,Salah [Misleading Content]
 Atlet Rugby Jordan Michallet Meninggal karena Vaksin Covid-19,KLARIFIKASI
: Pendaftaran CPNS 2022 Berbayar dan Kuota Terbatas,Salah [Fabricated Content]
 Corona Hanya Flu Musiman,Salah [Misleading Content]
 Penyuntikan Vaksin Kosong di Semarang,Salah [Misleading Content]
" “HARI RAYA IMLEK, HADIR & BERKERUMUN TANPA PROKES sdh diCONTOHkan oleh Jokowi”",Salah [False Context]
 Memukul Telapak Kaki Orang yang Tersengat Listrik Sebagai Pertolongan Pertama,Salah [Misleading Content]
": Siap-siap Suntik Vaksin Dosis Ketiga, Tak Punya Kartu BPJS Kesehatan Wajib Bayar",Salah [Misleading Content]
": Judul Artikel “Nikita Mirzani Tantang tes DNA, Buat Buktikan Cucu Nabi. Hasilnya 100% Pasti Ngibul Dan Bohong Cucu Dajjal Saya Percaya”",Salah [Satire]
" “Demonstran di Israel tiba2 kepalanya terbakar mengeluarkan asap putih dari mata, hidung, mulut dan telinga”",Salah [False Context]
 Foto “seorang ayah di Texas membunuh seorang pria karena memperkosa putrinya yang berusia 5 tahun”,Salah [Misleading Content]
" Bantuan Sosial Kemensos untuk Dosen, Guru, Siswa, dan Mahasiswa",Salah [Fabricated Content]
"Keliru, Jokowi Merayakan Imlek tanpa Protokol Kesehatan",Salah [-]
"Keliru, Menepuk Lengan Dapat Mencegah Segala Penyakit dan Serangan Jantung",Salah [-]
"Tidak Terbukti, Video Dokumen Berbahaya yang Melibatkan Gibran dan Kaesang Terungkap",Salah [-]
 Paus Yohanes II Masuk Islam,Salah [Misleading Content]
 Foto Demodex yang Hidup di Bulu Mata,Salah [False Context]
 Foto Anak Berlumuran Darah Korban Serangan di Yaman,Salah [False Context]
 Foto Dampak Abu Vulkanik di Tonga,Salah [False Context]
 Foto McDonalds “Hey Crypto Bro’s WE ARE HIRING”,Salah [Manipulated Content]
" Video “MELALUI SERTIFIKAT HALAL, MUI KUASAI RATUSAN TRILIUNAN RUPIAH”",Salah [Misleading Content]
"Keliru, Cerita tentang Seorang Ayah Disebut Hero di Texas yang Membunuh Pria karena Memperkosa Anaknya",Salah [-]
"Keliru, Pesan Berantai Berisi Resep Obat Covid-19 dari Perkumpulan Dokter di RS Wisma Atlet",Salah [-]
 Meteor Jatuh di Wilayah Indonesia Pada Tanggal 7 Mei 2022,Salah [Fabricated Content]
 Akun WhatsApp Wakil Bupati Sukoharjo Tawarkan Bantuan Sejumlah Dana,Salah [Impostor Content]
 Foto Ratu Mongolia Terakhir Sebelum Dieksekusi Tahun 1938“,Salah [False Context]
 Video Satelit India Bertabrakan dengan Stasiun Luar Angkasa Internasional,Salah [False Context]
 Pria Misterius dari Dimensi Lain,Salah [Misleading Content]
 Pesan Berantai Resep Obat COVID-19,Salah [Misleading Content]
 Kabar Mahathir Muhammad Meninggal,Salah [Misleading Content]
 Bahaya Makan Cokelat setelah Makan Mie,Salah [Misleading Content]
: Arab Saudi Kucurkan Dana Hibah 5 Triliun Ke Indonesia,Salah [Manipulated Content]
" Foto “Titanic, 1912”",Salah [False Context]
 Foto “Roman Colosseum carved into a real tooth.”,Salah [False Context]
 Akun Facebook B0ssQuee Membagikan Giveaway,Salah [Impostor Content]
 “shabu2 dari cina”,Salah [False Context]
" Artikel “Anies Baswedan Sindir Presiden Jokowi, Sebut Jangan Asal Kerja, Kerja, Kerja, Tanpa Gagasan. Harusnya Gragas, Gragas, Gragas Tanpa Kemaluan”",Salah [Satire]
 Gambar Bangkai Kapal Pharaoh dari Kisah Pengejaran Nabi Musa,Salah [False Context]
 Minuman White Koffie Mengandung Babi,Salah [Misleading Content]
 Video Taliban Menghancurkan Telepon Genggam Menggunakan Kaki,Salah [False Context]
 Foto CT Scan Pasien Penderita Claustrophobia,Salah [False Context]
 Surat Pengangkatan Guru Honorer Tahun 2022,Salah [Impostor Content]
 Akun Whatsapp Kabid Dinas Penanaman Modal dan Pelayanan Terpadu Buleleng Agus Widi Sanjaya “+62 856-9231-3946”,Salah [Impostor Content]
 Akun Whatsapp Bupati Bondowoso Salwa Arifin “+62 831-3686-3124”,Salah [Impostor Content]
 Akun Facebook DPRD Kep. Riau “Haji Irwansyah”,Salah [Impostor Content]
" Video “Orang-Orang Malah Santai Merekam Dikira Ombak Biasa yang Datang, Siapa Sangka Tsunami”",Salah [False Context]
 Undangan Rapat Kerja oleh Direktur Utama RSCM,Salah [Fabricated Content]
" Penawaran Pencairan Dana Bantuan 1,2 Juta Bulan Januari – Februari 2022",Salah [Misleading Content]
: Mengonsumsi Kopi Pahit Dapat Mengatasi Varian Omicron,Salah [Misleading Content]
"Keliru, Taliban Melarang dan Menginjak-injak Ponsel Warga Afghanistan dengan Kaki",Salah [-]
 “Luhut dan pak mahfud tidak divaksin dengan alasan usia”,Salah [Misleading Content]
 “TKChina nyamar jadi gojek gak bisa pulang ke tempat persembunyiannya”,Salah [False Context]
 Video “raja Bahrain dikawal robot”,Salah [False Context]
 Tautan Hadiah dari DANA Sebesar Rp250 Ribu Hingga Rp1 Juta untuk 300 Orang,Salah [Fabricated Content]
" Akun Facebook Anggota DPRD Padangsidimpuan Moch Halid Rahman, Meminta Uang dan Pulsa",Salah [Impostor Content]
 Malas Kencing Malam Menyebabkan Sakit Jantung,Salah [Misleading Content]
 Akun WhatsApp Walikota Blitar “081259158786” Meminta Sumbangan Dana,Salah [Impostor Content]
 Microsoft Mengembangkan Implan Chip Mikro Untuk Mengumpulkan Informasi Vaksin COVID-19,Salah [Misleading Content]
 “#StopVaccineForTheKids Apa urgensinya?”,Salah [False Context]
 Omicron Tidak Mematikan,Salah [False Context]
 Polisi Singkawang Gunakan Bahasa China saat Sosialisasi ke Warga,Salah [Misleading Content]
 Reporter Bernama Mursal Meninggal setelah Mengungkap Skandal Limbah Minyak Goreng,Salah [Misleading Content]
"Keliru, Daya Rusak Vaksin dapat Dinetralisir dengan Garam Laut dan Air Kelapa Muda",Salah [-]
" Gambar “Sebut pemerintah biadab, Edy Mulyadi langsung dijemput paksa aparat”",Salah [Manipulated Content]
 Vitamin D3 Blackmores Mengandung Graphene Oxide,Salah [Misleading Content]
 Video Kendaraan Bersenjata Tentara Pakistan Dilempari Batu Oleh Warga Balochistan,Salah [False Context]
 Video Anies Baswedan “Alhamdulillah blio kgak mati klelep…”,Salah [False Context]
 Video “TMII sebelum dan sesudah di ambil alih dan dikelola oleh Pemerintah.”,Salah [Misleading Content]
 Warga Korea Selatan yang Belum Vaksin Tidak Dapat Mengikuti Pemilu,Salah [Misleading Content]
 Bubuk Jahe Dapat Menyembuhkan Infeksi Varian Omicron,Salah [Misleading Content]
" Avicii, Chester Bennington, Anthony Bourdain dan Chris Cornell Bunuh Diri Ketika Terlibat dalam Pembuatan Film “The Silent Children”",Salah [Fabricated Content]
" Razia STNK, Kendaraan yang Terlambat Membayar Pajak akan Dikandangkan",Salah [Fabricated Content]
: Kecelakaan Truk Rem Blong Di Balikpapan Terjadi Tanggal 21 dan Korban Meninggal 21 Orang,Salah [Misleading Content]
 Video Seekor Macan Tutul Mengasuh Bayi Impala,Salah [Manipulated Content]
"Keliru,  Video Pembuatan Permen Yupi dari Kulit Babi",Salah [-]
"Menyesatkan, Informasi Massachusetts Institute of Technology akan Membangun Kampus di Indonesia",Salah [-]
 Jus Daun Pepaya Bisa Sembuhkan DBD,Salah [Fabricated Content]
 Animasi Upin dan Ipin Terinspirasi dari Kisah Nyata,Salah [Misleading Content]
 Cuci Ginjal dengan Rebusan Daun Seledri,Salah [Fabricated Content]
 Gambar Kaca Indomaret Pecah karena Pembeli Minyak Murah,Salah [False Context]
 “Ubedilah: Penanganan Banjir Era Anies Jauh Lebih Sistematik dan Terarah ke rumah masing masing warga”,Salah [Manipulated Content]
 Bill Gates akan Menarik Semua Peredaran Vaksin Covid-19,Salah [Satire]
" Loker Dinas Pendidikan Kabupaten Gresik Januari Tahun 2022
",Salah [Impostor Content]
 Video 90% Alat Tes Covid-19 Palsu dan Tidak Berfungsi,Salah [Misleading Content]
 Video Letusan Gunung Berapi Tonga,Salah [False Context]
 Jasa Pembuatan Sertifikat Vaksin Tanpa Harus Melakukan Vaksinasi,Salah [Fabricated Content]
 Surat Edaran Bawaslu Jatim Perihal Undangan Sosialisasi dan Tindak Lanjut Putusan MA oleh KPUD Jember,Salah [Impostor Content]
 Video “polisi cina kok di indonesia”,Salah [False Context]
 Kipas Angin Listrik yang Diletakkan di Dahi Dapat Menghilangkan Virus,Salah [Satire]
 “Air yang menyambar petir”,Salah [False Context]
 Video Protes Melawan Tirani Covid-19 di Belanda,Salah [False Context]
 Viagra Dapat Menyembuhkan Covid-19,Salah [Misleading Content]
 Pasien Covid-19 Tanpa Gejala Berarti Sehat dan Mendapatkan Hasil Test Positif Palsu,Salah [Misleading Content]
" Tsunami Melanda Darwin, Australia Akhir Desember 2021",Salah [False Context]
 Video Kembang Api Futuristik di Beijing pada Malam Tahun Baru 2022,Salah [False Context]
: Wow Bisnis Cbong Gibran Dapat Suntikan Dana 17 Milyar,Salah [Satire]
 “Air pare yang panas dapat Membunuh Sel Kangker”,Salah [Misleading Content]
 Kedinkes Semarang Menyebar Undangan Rapat Kerja Peningkatan Kinerja Tenaga Kesehatan via WhatsApp,Salah [Impostor Content]
 Misi 21/2030 adalah Agenda New World Order PBB,Salah [Misleading Content]
 Jus Daun Pepaya Dapat Menyembuhkan DBD,Salah [Misleading Content]
